"","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin"
"1","C1P",15,1,2.27841403376632,8.3194209031325,1,1,-0.0316428303315325
"2","C1P",15,11,3.41762212364046,3.1920617733866,1,0,16.7792271468126
"3","C1P",15,12,21.0187617115586,112.018777266884,1,0,5.04462564461016
"4","C1P",15,15,4.2181944048808,3.359215573898,1,0,3.4869350458444
"5","C1P",15,17,6.10092309888429,3.456272123783,1,0,3.07417138903735
"6","C1P",15,20,3.62935921371759,2.628089111246,1,0,18.082123843202
"7","C1P",15,21,5.41356078770199,2.6501251437148,1,0,12.938469052766
"8","C1P",15,24,3.5813355755736,78.0823278514092,1,0,2.33624017907978
"9","C1P",15,25,2.52544115550722,6.1360373280314,1,1,-0.112182843963282
"10","C1P",15,27,16.5048070794497,5.1790421723514,1,0,7.0600046554196
"11","C1P",15,29,2.60611931117584,20.280912053669,1,0,19.832604406047
"12","C1P",15,30,5.50221786391231,2.3636265968626,1,1,-0.0072104879023982
"13","C1P",15,31,7.21852163791261,58.3049611209029,1,0,-1.19927108244156e-08
"14","C1P",15,33,8.1720034486584,4.7823505025042,1,1,1.0425148524117
"15","C1P",15,36,17.2872996296963,12.8925108543458,1,0,2.51213184160093
"16","C1P",15,37,1.68560805909793,34.3855360284019,1,0,29.175162782371
"17","C1P",15,39,12.555148434672,11.4104232632018,1,0,15.3187841969026
"18","C1P",15,4,4.76663456882131,10.3360439453116,1,0,22.2225407022813
"19","C1P",15,50,62.7030895407285,49.6526914841672,1,0,6.18617142255296
"20","C1P",15,55,8.15451317870695,26.9165346547163,1,1,-0.0435189725372283
"21","C1P",15,7,6.57574496942879,12.3556197259412,1,0,1.82539864445496
"22","C1P",15,9,2.6428134985023,3.1165740952269,1,0,27.9945978561913
"23","C1P",16,1,1.85484871594289,2.27841403376632,2,1,1.73152013891459
"24","C1P",16,11,2.04918490587663,3.41762212364046,2,0,16.2315504924804
"25","C1P",16,12,22.2161563929623,21.0187617115586,2,0,5.79638210775452
"26","C1P",16,15,3.59885989054207,4.2181944048808,2,0,2.45955485278066
"27","C1P",16,17,12.0269777408486,6.10092309888429,2,0,2.7089142914324
"28","C1P",16,21,25.8705814483479,5.41356078770199,2,0,13.0520994990254
"29","C1P",16,24,3.23111047259572,3.5813355755736,2,0,3.327570098984
"30","C1P",16,27,12.1178240600322,16.5048070794497,2,0,5.36160009790827
"31","C1P",16,29,0.25048851966858,2.60611931117584,2,0,23.9597631205222
"32","C1P",16,30,4.27152183132286,5.50221786391231,2,1,0.560113667706759
"33","C1P",16,31,7.93389990045854,7.21852163791261,2,0,2.130126953125
"34","C1P",16,33,16.170259448891,8.1720034486584,2,0,-0.108447745230848
"35","C1P",16,36,22.7609405150836,17.2872996296963,2,0,0.864004126950149
"36","C1P",16,37,2.56539883177989,1.68560805909793,2,0,27.64892578125
"37","C1P",16,39,26.0004149996088,12.555148434672,2,0,13.8382482132358
"38","C1P",16,50,97.566664563648,62.7030895407285,2,0,1.67592876942811
"39","C1P",16,55,9.56140172769848,8.15451317870695,2,0,0.460362038265032
"40","C1P",16,57,2.99645320367141,5.20648983187538,1,0,18.5976650922504
"41","C1P",16,58,0.50097703933716,0.96044148895321,1,0,23.2304229928391
"42","C1P",16,59,10.2385800978269,2.75387854489659,1,0,21.6112150628436
"43","C1P",16,60,4.66843472605772,4.21799935084365,1,0,18.323403599416
"44","C1P",16,61,0.2596527338028,0.25048851966858,1,0,17.547607421875
"45","C1P",16,63,3.36424775528632,0.25048851966858,1,0,27.1484375
"46","C1P",16,65,2.96352588128003,0.25048851966858,1,0,21.9482421875
"47","C1P",16,68,0.24743378162384,0.25048851966858,1,0,24.3896484375
"48","C1P",16,69,0.25048851966858,0.25048851966858,1,0,20.867919921875
"49","C1P",16,7,21.9696643033744,6.57574496942879,2,0,3.49093766070846
"50","C1P",16,9,3.14187007525141,2.6428134985023,2,0,26.5453803514638
"51","C1P",17,12,0.61393856836485,22.2161563929623,3,0,1.849365234375
