"","quad","year","NRquad","totParea","recArea"
"1","q15",34,0,208.28602,0
"2","q15",35,0,53.93023,0
"3","q15",36,0,10.90584,0
"4","q16",34,0,21.8522,0
"5","q18",34,0,170.4292,0
"6","q19",34,0,168.779947,0
"7","q20",34,0,553.86638,0
"8","q20",35,0,153.915,0
"9","q20",36,0,124.673133,0
"10","q21",35,0,7.309054,0
"11","q21",36,0,12.2757,0
"12","q21",63,0,9.168869,0
"13","q21",65,1,44.45541,0.0224944500568097
"14","q21",66,2,131.9126,0.0151615539379862
"15","q21",67,1,141.92546,0.0070459521498116
"16","q22",36,0,3.529583,0
"17","q22",47,1,27.61364,0.0362139870006272
"18","q22",48,0,42.55429,0
"19","q22",49,0,25.48156,0
"20","q22",50,24,35.18998,0.682012322825986
"21","q22",51,6,147.3105354,0.0407302843867065
"22","q22",52,0,143.896342,0
"23","q22",53,0,204.381134,0
"24","q22",54,0,144.49001,0
"25","q22",55,2,300.3648,0.00665856984573425
"26","q22",56,0,154.847671,0
"27","q22",57,0,192.09886,0
"28","q22",58,2,187.106486,0.0106891003233314
"29","q22",59,0,309.06835,0
"30","q22",60,0,137.974024,0
"31","q22",61,0,498.01252,0
"32","q22",64,0,386.73071,0
"33","q22",65,0,461.05061,0
"34","q22",66,0,325.36883,0
"35","q22",67,0,313.91867,0
"36","q22",70,0,429.7358,0
"37","q22",71,2,551.0555,0.00362939849071464
"38","q23",36,0,29.30373,0
"39","q23",39,0,5.065097,0
"40","q23",44,0,467.5706,0
"41","q23",45,0,314.854,0
"42","q23",46,0,379.9847,0
"43","q23",47,1,690.9562,0.00144726974010798
"44","q23",48,0,826.39678,0
"45","q23",49,1,733.40323,0.0013635064028829
"46","q23",50,11,1198.051051,0.00918157869050607
"47","q23",51,5,986.3843651,0.00506901789698694
"48","q23",52,0,1417.069246,0
"49","q23",53,0,1677.23191,0
"50","q23",54,0,1326.68223,0
"51","q23",55,1,1605.499866,0.000622858974439802
"52","q23",56,0,1532.5161974,0
"53","q23",57,0,1978.45867,0
"54","q23",58,0,1931.6852,0
"55","q23",59,0,2530.5532,0
"56","q23",60,0,1994.8594,0
"57","q23",61,0,2429.48737,0
"58","q23",64,0,3105.24553,0
"59","q23",65,0,3107.7389,0
"60","q23",66,0,3256.8382,0
"61","q23",67,1,3251.5987,0.000307541025895969
"62","q23",70,0,3423.52832,0
"63","q23",71,0,4172.5066,0
"64","q24",37,0,9.380805,0
"65","q24",40,0,10.27008,0
"66","q24",43,0,23.02851,0
"67","q24",44,0,32.52087,0
"68","q24",45,0,34.49152,0
"69","q24",46,0,78.92684,0
"70","q24",47,0,143.17,0
"71","q24",48,1,203.1753,0.00492185811956473
"72","q24",49,2,153.814524,0.0130026732716086
"73","q24",50,8,86.371919,0.0926226960408278
"74","q24",51,23,309.4197979,0.0743326708765845
"75","q24",52,0,521.702522,0
"76","q24",53,1,476.15491,0.00210015685861561
"77","q24",54,1,509.081966,0.00196432022107811
"78","q24",55,0,748.523701,0
"79","q24",56,0,840.18183,0
"80","q24",57,0,1118.23224,0
"81","q24",58,5,1051.58204,0.00475474077134296
"82","q24",59,0,957.807323,0
"83","q24",60,0,862.498968,0
"84","q24",61,0,2061.19735,0
"85","q24",64,0,2222.606,0
"86","q24",65,2,2117.28508,0.000944605910130912
"87","q24",66,0,1990.0625869,0
"88","q24",67,2,2432.79433,0.000822099910106252
"89","q24",70,0,2733.32566,0
"90","q24",71,0,3311.47341,0
"91","q25",36,0,5.37494,0
"92","q25",40,0,11.3674,0
"93","q26",36,0,27.73468,0
"94","q26",43,0,10.59995,0
"95","q27",40,0,30.689906,0
"96","q29",36,0,19.01321,0
"97","q29",39,0,30.298444,0
"98","q30",36,1,4.889384,0.204524741767061
"99","q30",37,4,7.151419,0.559329554036758
"100","q30",38,3,38.159329,0.0786177346042956
"101","q30",39,1,5.1758782,0.193203928175899
"102","q30",40,0,2.118635,0
"103","q30",43,0,13.56078,0
"104","q30",47,0,26.80563,0
"105","q30",52,2,3.553927,0.562757760640553
"106","q30",53,0,22.62026,0
"107","q30",56,1,33.562315,0.0297953225217033
"108","q30",57,0,37.06724,0
"109","q30",59,1,291.82751,0.00342668174086809
"110","q30",60,0,252.7785,0
"111","q30",61,0,207.5836,0
"112","q30",62,0,135.319097,0
"113","q30",63,1,334.93171,0.00298568326062647
"114","q30",64,0,602.06243,0
"115","q30",65,0,746.13551,0
"116","q30",68,0,13.79835,0
"117","q30",69,0,245.01241,0
"118","q30",70,1,114.0921,0.00876484874938756
"119","q30",71,1,16.57062,0.0603477721412959
"120","q31",38,0,0.6962176,0
"121","q31",50,7,2.69175,2.60053868301291
"122","q31",51,0,40.802663,0
"123","q31",53,0,7.030096,0
"124","q31",70,0,87.8912,0
"125","q32",34,0,90.48537,0
"126","q32",35,0,11.335198,0
"127","q32",36,0,5.307919,0
"128","q34",45,0,39.18437,0
"129","q4",69,1,312.3059,0.00320198881929544
"130","q4",70,1,296.42225,0.00337356591821295
"131","q4",71,1,0.7098601,1.40872828322088
"132","q45",35,0,51.15201,0
"133","q6",70,0,45.81498,0
"134","q7",70,0,8.861062,0
"135","q8",65,1,69.67735,0.0143518661372742
"136","q8",66,0,70.288352,0
"137","q8",67,2,113.3318,0.0176472975810849
"138","q8",68,0,192.147372,0
"139","q8",69,2,500.59492,0.00399524629614699
"140","q8",70,2,765.8098,0.00261161452882948
"141","q8",71,0,636.08115,0
