"quad","year","totCover"
"g1",15,0.249999994644895
"g5",15,0.249999994644895
"i1",15,223.332400393017
"i3",15,290.310000022754
"l1",15,73.6630500803032
"i1",16,405.214999924236
"i3",16,223.992000133962
"j9",16,513.810999389929
"k1",16,280.063000036544
"l1",16,56.4897000480324
"l3",16,337.863500375482
"l4",16,419.081799850756
"y1",16,18.8148999184753
"i1",17,305.423500359237
"i3",18,231.31255024535
"k1",18,107.089999819607
"l3",18,241.163499860787
"l4",18,123.395999996989
"y1",18,4.32499994402751
"i1",19,528.913199922284
"i3",19,308.62300004626
"j22",19,54.5999999072869
"j9",19,403.601500183741
"k1",19,359.62900007701
"l3",19,383.871499783572
"l4",19,235.27650000697
"y1",19,12.7515000436236
"i1",20,636.697800032469
"i3",20,670.093999500718
"j9",20,426.148549763062
"k1",20,197.222500108972
"l1",20,6.54695000090934
"l3",20,516.692999202641
"l4",20,150.031500034279
"i1",21,503.800049711213
"i3",21,491.081099923856
"j22",21,102.967399779818
"j9",21,503.306799815988
"k1",21,332.480000500549
"l1",21,5.60620001497791
"l3",21,509.754099853735
"l4",21,193.015550167456
"y1",21,13.25699994042
"i1",22,134.756999830466
"i3",22,66.3399999942886
"j22",22,22.5549999810685
"j9",22,187.535000211126
"k1",22,89.2900002678298
"l3",22,170.224499866465
"l4",22,35.8649999442184
"i1",23,213.876199747726
"i3",23,240.642499719297
"l3",23,389.944949992937
"l4",23,100.250000170141
"y1",23,7.20500001505019
"i1",24,188.377500003177
"i3",24,890.111500391328
"k1",24,400.542199925574
"l1",24,7.69499995449558
"l3",24,793.732250342409
"l4",24,139.092000347013
"y1",24,17.9425499531278
"i1",25,310.761599709394
"i3",25,720.374250117974
"k1",25,148.661500173608
"l3",25,342.396499892699
"l4",25,69.1454999304684
"y1",25,14.084499917456
"i1",26,150.65634958074
"i3",26,1161.21090019041
"k1",26,148.316999801881
"y1",26,25.9764998282377
"i1",27,15.0134999805314
"i3",27,1427.22880060559
"j22",27,92.9149998621806
"j9",27,516.655050344359
"k1",27,118.970549792108
"y1",27,68.688500193519
"i1",28,22.7439999709664
"i3",28,1323.77089937634
"j22",28,150.126349777746
"j9",28,633.824500252888
"k1",28,93.7311498739651
"l3",28,1744.04209955568
"l4",28,670.187272327792
"t7",28,15.721999955547
"y1",28,29.9774999164593
"i1",29,167.465449956729
"i3",29,764.674650005357
"j22",29,231.639283200323
"j9",29,613.085000062761
"k1",29,95.5652002094258
"l3",29,2536.4227001839
"l3a",29,190.169999944845
"l4",29,1146.56389981887
"t7",29,13.736500016791
"y1",29,34.6209999937992
"i1",30,188.225300046897
"i3",30,521.729749900054
"j22",30,191.502249743605
"j9",30,250.874999621243
"k1",30,89.2039001500165
"l3",30,2012.94344971107
"l3a",30,292.854999962797
"l4",30,917.421499708984
"t7",30,11.8335000644517
"y1",30,21.8265499911192
"i1",31,255.837049816242
"i3",31,442.373299900711
"j22",31,171.754070179216
"j9",31,320.676699886255
"k1",31,80.6387999826554
"l3",31,3002.39489901591
"l3a",31,769.672499925815
"l4",31,958.210298871861
"t7",31,9.66700000893744
"y1",31,41.7673498895112
"i1",32,179.383199961809
"i3",32,467.582299874406
"j22",32,193.655100129345
"j9",32,213.788000102737
"k1",32,69.798000098245
"l3",32,2743.78585019983
"l3a",32,1055.23060026711
"l4",32,946.485000662724
"t7",32,4.18149997247988
"y1",32,28.204999995376
"i1",33,186.050399859239
"i3",33,571.636650265399
"j22",33,340.731499888521
"j9",33,207.27000016005
"k1",33,107.606500258023
"l3",33,2921.07324981225
"l3a",33,1355.91139929056
"l4",33,1082.92299960843
"t7",33,14.7409000066734
"y1",33,25.4837500448188
"i1",34,72.3440001740647
"i3",34,296.676399854794
"j22",34,199.323899841419
"j9",34,184.780000026191
"l3",34,1563.1261000492
"l3a",34,875.414449946471
"l4",34,733.840099667928
"t7",34,8.02349999245349
"y1",34,25.2265999643078
"i1",35,197.742649858294
"i3",35,174.133199828222
"j22",35,186.49870031251
"j9",35,79.4369999916289
"k1",35,102.28980009345
"l3",35,1132.00719968601
"l3a",35,455.321000078311
"l4",35,214.957799847533
"t7",35,7.87599999613687
"y1",35,11.0771000268819
"i1",36,275.543599916947
"i3",36,305.190799832908
"j22",36,182.134200033441
"j9",36,165.381600297166
"k1",36,81.2275998090756
"l3",36,2003.02330023202
"l3a",36,1285.41629973215
"l4",36,616.540500058155
"t7",36,5.12849998709024
"y1",36,9.9875001122884
"i1",37,214.036849883302
"i3",37,364.753950275668
"j22",37,246.603599728873
"j9",37,154.169999609074
"k1",37,113.430600056592
"l3",37,2084.23980034193
"l3a",37,1802.59825027424
"l4",37,669.162649778342
"y1",37,5.44979998260019
"i1",38,261.547599983508
"i3",38,776.874699728083
"j22",38,302.835399793443
"j9",38,125.552499998788
"k1",38,160.387500083901
"l3",38,1751.33104965173
"l3a",38,1878.1814002507
"l4",38,1130.08375041227
"t7",38,12.5414999816779
"i1",39,193.409299718186
"i3",39,428.637299810218
"j22",39,203.790500086008
"j9",39,55.2719999972586
"i1",42,282.341000118191
"i3",42,161.511500051646
"j9",42,38.9650000384683
"k1",42,40.921999945122
"i1",43,270.727999778991
"i3",43,196.989550461409
"j22",43,41.0699999395362
"j9",43,21.7949999461253
"k1",43,14.0090000358378
"l3",43,2319.59510144219
"l3a",43,1301.31549980817
"l4",43,1046.25400024811
"i1",44,396.890500018236
"i3",44,227.49249964294
"j22",44,106.330000255855
"j9",44,49.1740000416749
"k1",44,49.6403999897341
"l3",44,2042.96250042141
"l3a",44,1958.55450061214
"l4",44,1103.16100033465
"i1",45,419.389999721591
"i3",45,298.842799894787
"j22",45,85.7899998969306
"j9",45,28.7099998594704
"k1",45,44.4399999686307
"l3",45,3136.42310043478
"l3a",45,2789.34290034617
"l4",45,1159.49819958845
"i1",46,462.641499804476
"i3",46,397.288599848107
"i1",47,519.4899998948
"i3",47,538.839750226077
"k1",47,115.287000025488
"ar5",49,0.50000003585592
"i1",49,607.063999720804
"i3",49,354.662999826775
"j22",49,175.597000207237
"j9",49,63.8745000043763
"k1",49,9.82399988348387
"l3",49,1170.46719947267
"l3a",49,1324.50650022477
"l4",49,194.190400271727
"i1",50,720.019100018694
"i3",50,537.105100100555
"j22",50,165.855000241874
"j9",50,61.0899999743234
"k1",50,14.0374999997788
