"quad","year","SP_ID","x","y","GenID"
"h1",57,"0","9.90276281559938","60.4687673585221","0"
"i1",15,"1","63.4433333315731","3.3084130845964","1"
"i1",15,"2","81.4766666657912","3.57507976392905","2"
"i1",15,"4","76.8766666665518","5.70841307441394","4"
"i1",15,"8","16.0766666658068","11.5584130903396","8"
"i1",15,"9","3.53582080887954","11.7853746937009","9"
"i1",15,"10","6.69798283204261","12.6012600202221","10"
"i1",15,"11","32.4099999988296","13.8084130827338","11"
"i1",15,"12","9.35023391483882","14.6599920241576","12"
"i1",15,"14","54.583599269823","19.4048801745409","14"
"i1",15,"15","53.1602927906024","20.2420271839159","15"
"i1",15,"16","47.5978489313532","20.4619434665459","16"
"i1",15,"19","64.0099999999317","27.1015165228521","19"
"i1",15,"21","66.9524077397971","29.8317645735868","21"
"i1",15,"22","0.64333333284594","31.9750797469169","22"
"i1",15,"23","64.1549919019549","31.8334651313239","23"
"i1",15,"24","29.6466666682811","31.4795241908653","24"
"i1",15,"25","23.9274311930028","32.8044375524699","25"
"i1",15,"26","98.3870419428514","32.6675006586584","26"
"i1",15,"30","3.67666666667598","49.6417464222759","30"
"i1",15,"35","74.2750619974412","56.6646494047295","35"
"i1",15,"36","23.7339758530237","57.1291979168941","36"
"i1",15,"37","2.30999999912456","59.60841307727","37"
"i1",15,"38","39.4476218300631","63.358705493327","38"
"i1",15,"40","77.08854107177","66.4318077957729","40"
"i1",15,"41","4.75906785834436","65.7190021945391","41"
"i1",15,"42","89.603130176252","69.7764697464459","42"
"i1",15,"43","15.4556553762931","70.8156786675797","43"
"i1",15,"44","83.7099999984882","72.2750797402114","44"
"i1",15,"45","3.61000000072333","73.3084130877008","45"
"i1",15,"46","0.77568986498483","78.6999881765601","46"
"i1",15,"47","8.57355514537898","81.7383884345576","47"
"i1",15,"48","84.4071014510748","84.388992798539","48"
"i1",15,"49","53.2672562354969","86.3374833769155","49"
"i1",15,"50","27.9414619870697","86.6446703918268","50"
"i1",15,"51","23.1100000056956","86.8417464078286","51"
"i1",15,"52","12.5766666664276","87.6417464111","52"
"i1",15,"53","1.71529355240137","88.5982430400226","53"
"i1",15,"54","33.6495833375703","92.014663081817","54"
"i1",15,"56","9.07666666704851","91.941746417433","56"
"i1",15,"57","20.7007716833324","92.6115157060698","57"
"i1",15,"58","86.0555072462945","95.417713664461","58"
"i1",15,"59","33.0099999982243","94.2750797451784","59"
"i1",15,"60","1.86242718577832","95.8796104826996","60"
"i1",15,"61","7.88222222523742","98.2723019709401","61"
"i1",15,"62","72.4189813610282","98.9204866215871","62"
"i1",15,"63","0.74666666720683","98.4717464074492","63"
"i1",15,"64","45.3384328748354","99.1182650516978","64"
"i1",15,"65","50.5083153343237","99.1998920057897","65"
"i3",15,"14","14.2433333327062","28.4433333513637","14"
"i3",15,"15","5.80306487592671","29.6252125557818","15"
"i3",15,"17","50.6752815408369","35.7219241281723","17"
"i3",15,"18","14.2766666656826","35.1766666863114","18"
"i3",15,"19","4.38262411422119","35.6421985912772","19"
"i3",15,"20","12.2766666677004","36.7766666846971","20"
"i3",15,"21","38.772886256125","43.4435305925273","21"
"i3",15,"22","2.27666666808849","44.8100000154227","22"
"i3",15,"23","53.051975308621","43.9359259359299","23"
"i3",15,"24","38.2100000007389","46.4766666758806","24"
"i3",15,"25","74.7544444445664","47.6322222434927","25"
"i3",15,"26","43.5099999983019","48.6433333406846","26"
"i3",15,"27","5.60999999870546","48.6766666794817","27"
"i3",15,"28","70.5753944041432","53.6733587810113","28"
"i3",15,"29","38.2766666647512","55.4100000144293","29"
"i3",15,"30","79.7314463831134","57.3565503118858","30"
"i3",15,"31","48.1433333343981","58.1766666689267","31"
"i3",15,"32","26.009999999466","58.3433333629121","32"
"i3",15,"33","93.8327550144888","59.4611188797708","33"
"i3",15,"34","6.27666666599301","60.9433333544682","34"
"i3",15,"35","41.3766666664742","62.0100000097106","35"
"i3",15,"36","57.615505448868","63.4283577690897","36"
"i3",15,"37","17.7763617904958","63.5147086936201","37"
"i3",15,"38","5.07172161200713","65.2420512984196","38"
"i3",15,"39","95.2457436482471","69.3060158963169","39"
"i3",15,"40","28.4433333319612","65.7766666729003","40"
"i3",15,"41","42.4650537630323","67.7893548518808","41"
"i3",15,"42","66.8034853400205","67.41879480006","42"
"i3",15,"43","18.2779189518497","69.4773189127438","43"
"i3",15,"44","83.4766666676539","69.3100000110765","44"
"i3",15,"45","65.7766666651393","73.0100000121941","45"
"i3",15,"46","69.2543786980165","73.0676923138224","46"
"i3",15,"47","95.3048959714079","77.8310597374383","47"
"i3",15,"48","98.4257051298721","79.9577564259839","48"
"i3",15,"49","84.1263660666754","84.4275517687518","49"
"i3",15,"50","92.8702150564435","83.5066701400007","50"
"i3",15,"51","90.5506861342726","87.431655374458","51"
"i3",15,"52","79.2044589034325","89.2812904580337","52"
"i3",15,"53","33.0376589706635","93.0859481161819","53"
"i3",15,"54","68.6679494428955","94.1382069571715","54"
"i3",15,"55","86.3098724806417","95.5527697081132","55"
"i3",15,"56","2.74423288390822","96.4161969121751","56"
"i3",15,"57","82.4740440886786","96.5980273814997","57"
"i3",15,"58","74.998351006288","97.4513093647034","58"
"i3",15,"59","80.2447953213126","98.4912865624245","59"
"j22",19,"0","8.26926406306731","0.54461904398402","0"
"j22",19,"7","51.5708920176523","2.28479342515041","7"
"j22",19,"9","49.2308075014074","4.69751662720196","9"
"j22",19,"12","6.59441100176028","5.30806333740279","12"
"j22",19,"13","25.5805555551854","4.55533333450957","13"
