"","quad","year","SP_ID","Species","area","x","y","age","survives","dormancy","trackID","distEdgeMin","allEdge"
"64","i1",16,19,"Scleropogon brevifolius",1.52500000691507,37.9733879788856,21.3974841252322,1,1,0,66,20.7084130961448,0
"65","i1",16,20,"Scleropogon brevifolius",3.15000003031455,30.9852380943152,22.5998416525711,1,1,0,67,21.7084130737931,0
"66","i1",16,22,"Scleropogon brevifolius",2.03999999937601,92.8680882367621,25.995668001058,1,1,0,68,5.98999999929219,0
"71","i1",16,29,"Scleropogon brevifolius",2.69000002416084,10.0523791815502,32.9818951180566,1,1,0,69,9.21000000089407,0
"76","i1",16,34,"Scleropogon brevifolius",2.81999998092186,2.43340425370787,41.2850088262084,1,0,0,70,1.30999999819323,1
"77","i1",16,37,"Scleropogon brevifolius",5.96999993789475,27.2269737579266,49.5072963832073,1,1,0,71,25.6099999998696,0
"79","i1",16,40,"Scleropogon brevifolius",0.95000000351574,10.1117543865314,50.3066586951038,1,1,0,72,9.71000000135973,0
"81","i1",16,45,"Scleropogon brevifolius",1.41499997638399,9.48703180212348,56.4283188549643,1,0,0,73,8.71000000042841,0
"95","i1",16,60,"Scleropogon brevifolius",4.98000006969552,44.3960776425372,73.3102872455616,1,1,0,74,25.5915869027376,0
"99","i1",16,64,"Scleropogon brevifolius",3.63999995928258,63.140769228374,80.1725156458814,1,1,0,75,18.391586933285,0
"109","i1",16,74,"Scleropogon brevifolius",0.77500000988366,62.0491397846258,89.8961550209439,1,1,0,76,9.39158690162003,0
"111","i1",16,77,"Scleropogon brevifolius",1.76999995160848,77.611883241366,92.5398631779175,1,0,0,77,6.99158692732453,0
"120","i1",16,86,"Scleropogon brevifolius",1.68999998853775,61.783865878775,96.8625550869669,1,0,0,78,2.49158693477511,1
"139","i1",17,20,"Scleropogon brevifolius",0.93000002431683,34.3797132623953,20.7381621895287,2,0,0,67,20.0084130745381,0
"141","i1",17,23,"Scleropogon brevifolius",1.28500000652624,32.8411284050173,22.1710590096897,2,0,0,67,21.5084130875766,0
"143","i1",17,25,"Scleropogon brevifolius",5.53499998766696,95.5202679954681,24.7639686365492,2,1,0,68,1.89000000245869,0
"144","i1",17,26,"Scleropogon brevifolius",0.31999999547377,87.5099999985347,24.275079742074,2,0,0,68,12.1900000027381,0
"145","i1",17,30,"Scleropogon brevifolius",1.00499996101018,16.1139801043935,28.7954777648169,1,0,0,79,15.2100000006612,0
"148","i1",17,33,"Scleropogon brevifolius",5.90000004038447,6.25960451479469,31.3306447246854,2,1,0,69,4.70999999670312,0
"152","i1",17,37,"Scleropogon brevifolius",0.83999996367143,13.9326190480071,36.0048416535868,2,0,0,69,13.0100000009406,0
"154","i1",17,39,"Scleropogon brevifolius",0.6500000041211,99.0802564099927,44.8843105346124,1,1,0,80,0.589999998919666,1
"156","i1",17,42,"Scleropogon brevifolius",1.24500002018875,46.5219143231109,47.5153742598897,1,1,0,81,45.7099999999627,0
"157","i1",17,43,"Scleropogon brevifolius",0.45000001189765,50.7500000016298,47.4750797574719,1,1,0,82,47.0084130764008,0
"158","i1",17,44,"Scleropogon brevifolius",1.12000001791865,39.9433333329701,47.9346035525708,1,0,0,83,39.1100000008009,0
"159","i1",17,45,"Scleropogon brevifolius",0.42000001254026,54.2433333330943,48.1417464247594,1,0,0,84,45.4900000011548,0
"161","i1",17,48,"Scleropogon brevifolius",0.2150000143121,34.2766666668467,50.0417464257528,2,0,0,71,33.7100000004284,0
"162","i1",17,49,"Scleropogon brevifolius",1.10499998651678,31.0433333332185,50.97115818033,2,0,0,71,30.2099999971688,0
"164","i1",17,51,"Scleropogon brevifolius",0.23999999718741,46.1433333344758,50.975079741329,1,0,0,85,45.6100000010338,0
"166","i1",17,55,"Scleropogon brevifolius",1.96000002815621,15.1358503399932,52.9628348605665,2,0,0,72,14.1100000008009,0
"170","i1",17,60,"Scleropogon brevifolius",0.47500000845175,43.6591228030827,55.4473604513745,1,1,0,86,43.1099999987055,0
"186","i1",17,77,"Scleropogon brevifolius",1.84500000559026,44.7701625999513,68.0449984489684,2,0,0,74,30.7915869168937,0
"188","i1",17,79,"Scleropogon brevifolius",1.67000000962988,45.9491217578559,69.0108083080065,2,0,0,74,30.3915868978947,0
"190","i1",17,81,"Scleropogon brevifolius",0.65500000721542,30.4227226469497,69.7557413330029,1,1,0,87,29.5915869064629,0
"193","i1",17,84,"Scleropogon brevifolius",0.71999997759238,43.1599999975232,72.2084130781392,2,0,0,74,27.1915869321674,0
"196","i1",17,87,"Scleropogon brevifolius",0.49499999841908,30.8099999985037,73.6750797523806,1,0,0,88,25.6915869191289,0
