"","quad","year","trackID","area","survives","age","distEdgeMin","allEdge","Group","Grazing"
"1","q15",34,19,21.37865,0,1,-0.0235137939453125,1,"et2","No"
"2","q15",34,22,21.99697,0,1,0.0183029174804688,0,"et2","No"
"3","q15",34,21,83.92502,0,1,-0.016143798828125,0,"et2","No"
"4","q15",34,24,24.35325,1,1,7.68246412277222,0,"et2","No"
"5","q15",34,23,37.37521,0,1,5.10063171386719,0,"et2","No"
"6","q15",34,20,19.25692,0,1,-0.0198287963867188,1,"et2","No"
"7","q15",35,24,53.93023,1,2,2.80181741714478,0,"et2","No"
"8","q15",36,24,10.90584,0,3,10.0913782119751,0,"et2","No"
"9","q16",34,5,21.8522,0,1,-0.00289154052734375,1,"et2","No"
"10","q18",34,5,170.4292,0,1,8.5836067199707,0,"et3","No"
"11","q19",34,11,124.6698,1,1,31.2947254180908,0,"et3","No"
"12","q19",34,12,16.11205,1,1,20.0914916992188,0,"et3","No"
"13","q19",34,13,22.15948,0,1,-0.0755648389458656,1,"et3","No"
"14","q19",34,10,5.838617,0,1,5.16722106933594,0,"et3","No"
"15","q20",34,16,167.7945,1,1,-0.00402202643454075,0,"et3","No"
"16","q20",34,17,11.54538,1,1,-0.0242143739014864,1,"et3","No"
"17","q20",34,15,374.5265,1,1,35.5854263305664,0,"et3","No"
"18","q20",35,17,27.6225,1,2,0.0500000007450581,1,"et3","No"
"19","q20",35,15,126.2925,1,2,37.7999992370605,0,"et3","No"
"20","q20",36,15,33.02784,0,3,39.1506004333496,0,"et3","No"
"21","q20",36,17,66.81531,0,3,-0.0670867636799812,0,"et3","No"
"22","q20",36,16,24.829983,0,3,-0.0100562172010541,0,"et3","No"
"23","q21",35,36,2.687862,1,1,10.3184967041016,0,"lb1","No"
"24","q21",35,37,4.621192,0,1,16.0237503051758,0,"lb1","No"
"25","q21",36,36,12.2757,0,2,7.52979278564453,0,"lb1","No"
"26","q21",63,39,9.168869,1,1,30.8242645263672,0,"lb1","No"
"27","q21",65,40,26.56285,1,1,14.7623748779297,0,"lb1","No"
"28","q21",65,39,17.89256,1,3,28.6018142700195,0,"lb1","No"
"29","q21",66,40,104.3322,1,2,11.2055130004883,0,"lb1","No"
"30","q21",66,41,27.5804,1,1,18.6240463256836,0,"lb1","No"
"31","q21",67,41,76.01112,1,2,15.4322357177734,0,"lb1","No"
"32","q21",67,42,36.5278,1,1,0.0199737548828125,0,"lb1","No"
"33","q21",67,43,29.38654,1,1,-0.0239105224609375,0,"lb1","No"
"34","q22",36,37,3.529583,0,1,0.56158447265625,1,"lb1","No"
"35","q22",47,38,27.61364,1,1,5.03554153442383,0,"lb1","No"
"36","q22",48,39,10.64289,1,1,0.373510181903839,1,"lb1","No"
"37","q22",48,38,31.9114,1,2,6.78122329711914,0,"lb1","No"
"38","q22",49,38,25.48156,1,3,6.83342027664185,0,"lb1","No"
"39","q22",50,38,35.18998,1,4,5.39717102050781,0,"lb1","No"
"40","q22",51,46,1.216947,0,1,10.6214141845703,0,"lb1","No"
"41","q22",51,63,1.064968,0,1,2.41174221038818,1,"lb1","No"
"42","q22",51,51,1.841244,0,1,36.2390022277832,0,"lb1","No"
"43","q22",51,44,1.998455,0,1,15.6758117675781,0,"lb1","No"
"44","q22",51,56,3.135968,0,1,42.195125579834,0,"lb1","No"
"45","q22",51,57,1.311479,0,1,3.89968681335449,1,"lb1","No"
"46","q22",51,54,1.202446,0,1,39.1969184875488,0,"lb1","No"
"47","q22",51,55,2.352,0,1,39.5246887207031,0,"lb1","No"
"48","q22",51,62,2.053809,0,1,3.47864508628845,0,"lb1","No"
"49","q22",51,45,6.043396,1,1,13.9311904907227,0,"lb1","No"
"50","q22",51,47,1.711279,0,1,6.21211290359497,0,"lb1","No"
"51","q22",51,58,1.634938,0,1,18.3900146484375,0,"lb1","No"
"52","q22",51,52,1.45792,0,1,5.11132669448853,0,"lb1","No"
"53","q22",51,49,4.31814,1,1,18.7953414916992,0,"lb1","No"
"54","q22",51,48,4.361379,0,1,8.57086181640625,0,"lb1","No"
"55","q22",51,39,13.19796,1,4,-0.50857549905777,1,"lb1","No"
"56","q22",51,42,4.322227,0,1,22.6013946533203,0,"lb1","No"
"57","q22",51,43,6.401705,1,1,9.89316558837891,0,"lb1","No"
"58","q22",51,41,1.122051,0,1,22.2509155273438,0,"lb1","No"
"59","q22",51,61,2.847957,0,1,3.7898268699646,0,"lb1","No"
"60","q22",51,38,69.098646,1,5,5.84966659545898,0,"lb1","No"
"61","q22",51,60,1.289394,0,1,5.00656747817993,0,"lb1","No"
"62","q22",51,53,0.7409354,0,1,11.1434059143066,0,"lb1","No"
"63","q22",51,50,9.958625,0,1,-0.575883030891418,1,"lb1","No"
"64","q22",51,59,1.597672,1,1,14.2586517333984,0,"lb1","No"
"65","q22",51,40,1.028995,0,1,7.74778747558594,0,"lb1","No"
"66","q22",52,65,10.14356,0,1,0.230598449707031,1,"lb1","No"
"67","q22",52,39,24.84946,1,5,-0.0643581002950668,1,"lb1","No"
"68","q22",52,59,5.622948,0,2,10.1220436096191,0,"lb1","No"
"69","q22",52,64,0.551297,0,1,0.168075561523438,1,"lb1","No"
"70","q22",52,69,5.859862,1,1,6.34738254547119,0,"lb1","No"
"71","q22",52,38,55.17668,1,6,5.96673583984375,0,"lb1","No"
"72","q22",52,67,8.486526,0,1,5.92298126220703,0,"lb1","No"
"73","q22",52,49,9.655824,1,2,21.1953353881836,0,"lb1","No"
"74","q22",52,66,8.104637,0,1,4.41535949707031,0,"lb1","No"
"75","q22",52,43,4.763062,0,2,12.3855133056641,0,"lb1","No"
"76","q22",52,68,7.470227,0,1,10.1779699325562,0,"lb1","No"
"77","q22",52,45,3.212259,0,2,17.7800064086914,0,"lb1","No"
"78","q22",53,49,33.06839,0,3,15.6899337768555,0,"lb1","No"
"79","q22",53,39,49.48795,1,6,-0.142202004790306,1,"lb1","No"
