"species","quad","year","genetID","allcov.0.2","allcov.2.4","allcov.4.6","allcov.6.8","allcov.8.10","allcov.10.12","allcov.12.14","allcov.14.16","allcov.16.18","allcov.18.20","allcov.20.25","allcov.25.30","allcov.30.35","allcov.35.40","allcov.40.45","allcov.45.50","allcov.50.60","allcov.60.70","allcov.70.80","allcov.80.90","allcov.90.100","allcov.100.110","allcov.110.120","allcov.120.130","allcov.130.140","allcov.140.150","allpts.0.2","allpts.2.4","allpts.4.6","allpts.6.8","allpts.8.10","allpts.10.12","allpts.12.14","allpts.14.16","allpts.16.18","allpts.18.20","allpts.20.25","allpts.25.30","allpts.30.35","allpts.35.40","allpts.40.45","allpts.45.50","allpts.50.60","allpts.60.70","allpts.70.80","allpts.80.90","allpts.90.100","allpts.100.110","allpts.110.120","allpts.120.130","allpts.130.140","allpts.140.150","propQ.0.2","propQ.2.4","propQ.4.6","propQ.6.8","propQ.8.10","propQ.10.12","propQ.12.14","propQ.14.16","propQ.16.18","propQ.18.20","propQ.20.25","propQ.25.30","propQ.30.35","propQ.35.40","propQ.40.45","propQ.45.50","propQ.50.60","propQ.60.70","propQ.70.80","propQ.80.90","propQ.90.100","propQ.100.110","propQ.110.120","propQ.120.130","propQ.130.140","propQ.140.150"
"PSSP","Q1",2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2515457645353,269.291906034107,426.743779447485,496.940991254518,378.475647552139,132.599687774768,25.2595098184511,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,1,2,3,5,3,4,8,3,6,0,1,1,0,0,1,1,0.975526265455251,0.887299486128911,0.784675374601313,0.688513153856286,0.619821462165457,0.568951198866465,0.529983274326341,0.49927418210838,0.445227511814253,0.410196574559926,0.385718134705845,0.367676779470443,0.353840839541591,0.342900038747109,0.326707850103475,0.315307815945033,0.306850771930624,0.300328820036892,0.281449471654115,0.249693014014412,0.217933349256361,0.188323266900784,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,10,1.97374540229813,10.1042463096283,24.8336390604767,33.0166013146606,31.0960711320769,34.0023812604173,48.866280717433,63.677279317162,69.3530930504796,74.5691607717372,205.16942531188,165.951498432813,178.700190075343,256.721043363435,186.574758846297,179.269400848584,189.805700347819,34.8785520834615,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,1,0,3,1,1,4,6,12,4,5,0,0,0,0,0,1,1,1,1,1,0.968626132736036,0.903832658451253,0.82350647806005,0.753014963571238,0.696791160143437,0.597423179791253,0.533174877652491,0.488535396834791,0.455834095300776,0.430898861615262,0.411283097419696,0.382441611268213,0.362287441785045,0.347426243015828,0.333430655881994,0.295912698384437,0.256693283336979,0.220472487090448,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,11,10.6942692604801,23.856014028362,37.5673585200021,51.3049204792154,63.6522120209045,77.571904865546,91.6106714469424,111.100609367121,117.266121459196,86.4058901090029,165.777514117,183.97213233136,214.809202466905,202.525251339012,191.746262490335,114.540323688413,44.1624096562052,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,4,1,3,3,3,3,5,5,6,6,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.980047884786896,0.950216686448908,0.879923594994978,0.824802297985583,0.782471703052484,0.737779976150885,0.683993222868461,0.639128729641745,0.570740442434509,0.505609540401173,0.443639646066532,0.382968059902419,0.317560373403475,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,12,12.5643036193191,37.692910899702,62.8215181493556,87.9501254537161,110.845345675975,99.5761866452544,103.621237765822,100.374924601912,96.1109950722945,91.805939136847,251.357256516766,256.36728249013,208.949425618704,144.988855188304,104.394309665613,19.0194790435216,0.122972102765516,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,2,4,3,2,4,2,8,3,8,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.973478182559973,0.918340580848747,0.869628237339244,0.829383668255578,0.794239233853029,0.744356017077353,0.648294451231091,0.551815453647196,0.475313955939037,0.391394436112987,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,13,2.10399519462764,14.6447494970361,28.1447328926025,38.4886619503836,44.5917955119834,53.0032433243763,64.4878723445964,71.6879664806456,65.1308861961855,57.2119260240896,191.588735293585,235.623300058531,168.539887716914,226.365141577262,216.261011492674,133.967267623246,172.513360221596,4.20853424566735,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,2,3,2,1,4,6,3,8,6,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.986166226401997,0.931194647488493,0.852838411440735,0.779984950309139,0.720743072762451,0.633130336782348,0.568184438096105,0.477419816304843,0.389672071044864,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,14,0,0,0,0,0,0,0,10.08302221088,19.4233883423796,31.0577156187892,139.316661320095,142.242368209093,186.862482818477,168.978950306333,212.798409309396,239.488031809742,426.678762690815,164.59489208448,40.5988938547014,6.43948907082176,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,3,3,4,4,10,8,1,2,1,0,0,0,0,0,1,1,1,1,1,0.971879605654411,0.92541475354944,0.883046581228594,0.846745767814651,0.815976036580626,0.757431005247386,0.716575928304943,0.686680792910758,0.663934004535307,0.646075527054458,0.628958187260544,0.552097772372165,0.479958713316371,0.421975586121454,0.375269203045409,0.317809875732773,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7158080731648,27.1197898614287,221.62225304833,471.899937169001,469.37584731435,424.976028534691,151.431919954147,17.4214836908895,0,0,0,0,0,1,1,0,1,0,0,1,2,1,3,2,2,5,1,0,5,5,7,4,0,1,1,0,0,0,1,1,1,1,0.987309239270208,0.935767206742787,0.886909519869078,0.845698290985718,0.811494240652888,0.782991768671781,0.729570569695183,0.669451126114856,0.610252002263728,0.564114206644437,0.527798401792042,0.498677928293527,0.455149918447325,0.424331097972535,0.392093626678848,0.355472483716515,0.308267380990877,0.261782453927289,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8590522637636,60.7103646503297,144.2189012966,336.217812488969,508.355229143575,457.75447293506,212.625761909068,41.4137606090792,0.407712349558551,0,0,0,0,0,2,0,0,0,1,0,2,1,0,1,1,4,4,2,2,8,4,9,0,1,0,1,0,0,0,1,1,1,1,1,1,0.999999877918528,0.973978366797718,0.939264875375731,0.905941142008506,0.804000575178742,0.704145746840864,0.632740689747269,0.579899410063806,0.539449497191914,0.507592780551795,0.460783425150496,0.428154174804992,0.402882659197782,0.361211217027019,0.30901428046339,0.261948296405271,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,4,12.5643036193191,33.0265148516219,41.1743460272447,31.1472405304079,20.6476882185872,44.6521252157556,55.5692014684933,54.3581587007133,58.1009575794967,76.3936717367665,182.726897737143,194.537584575125,247.195657648498,265.84074564371,215.516676634491,123.510694791526,118.253154313109,13.3474483539969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,1,1,1,1,6,4,10,7,5,0,0,0,0,0,1,1,0.945638831440351,0.855314789375608,0.791378197806122,0.74592476407036,0.712369249658233,0.686708083055771,0.666498259340608,0.638946705417373,0.566765358660911,0.514333367074065,0.475969797680989,0.446987782817187,0.424425882807094,0.406408380652729,0.379502476667704,0.360416737755593,0.346196486373488,0.3250780160427,0.294948798271429,0.256445132876905,0.220428191960077,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,5,3.05307342652986,16.1054879388603,26.3456640432314,35.2461952201886,39.4825518568377,40.9406433923562,35.2575237383921,37.2864167563958,40.1610647186485,49.6753973638225,199.536719102384,224.600546412977,238.555793528187,250.669552910652,213.364544974246,137.684999524569,196.145728128815,4.45116460891109,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,3,1,3,2,5,3,3,7,9,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.999503924889735,0.955228585351571,0.887375146453307,0.821075623625031,0.714969592895258,0.614049979567514,0.490860083342454,0.392982040679995,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,6,0,0,0,0,0.117391048358529,7.49242306116093,13.1490642860912,13.1502304016534,2.51265840218295,0.31807491643039,25.4960189147932,128.170062253433,180.311811453575,199.254834486606,159.295438777277,132.202790143646,392.221517202595,392.550311131009,139.311637891721,3.00880327547043,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,1,2,1,5,5,6,3,8,4,1,0,0,0,1,1,1,0.932083720123467,0.861735198210744,0.808215743256716,0.759769274624619,0.69683927508299,0.645081498386864,0.603155412344377,0.527739085745674,0.478121527847316,0.443242639337754,0.417469889251179,0.397686003610328,0.382038028129175,0.358888795463785,0.342605939283741,0.330540225309813,0.31847966780431,0.290313542625622,0.25412431573393,0.219674061072972,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,7,0,0,0,0,0,0,0,0,0,0,11.5274559974725,1.81999235652451,30.5459373135555,123.335218002339,168.34423959387,173.75267950319,352.413662754416,369.385037614886,350.838052916843,197.91956730644,8.68122428646575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,5,2,0,4,5,8,5,7,1,0,0,0,0,0.819598229226341,0.665986517769974,0.611390402408812,0.583733851411324,0.567057501357312,0.555912849552283,0.547941955736795,0.541958595868088,0.537301970711406,0.533575429438811,0.526865054703559,0.52238961408542,0.513307553331829,0.492176833742509,0.471451008645291,0.452958306476748,0.42278940962149,0.397505333772086,0.363027889685531,0.330612502970747,0.301613199802383,0.2602921897633,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,8,9.19245328442142,10.8431477909433,3.75256447807623,2.29309050934987,7.48933589188733,15.0850651395902,22.6803617730004,29.9842242322067,43.0437620339807,54.9205753510178,151.649195001388,158.763628830919,181.952471573461,202.700742385232,209.879188559381,196.002457186757,375.970970745887,112.359832878504,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,3,2,2,2,4,5,5,5,9,1,0,0,0,0,0.951505664692818,0.750421288788098,0.669651098185854,0.627934206160345,0.60260328133854,0.585618118652524,0.573446224289283,0.564299478384222,0.557175368542717,0.551471119762094,0.54119326026234,0.524544423473236,0.495956094194967,0.47029444661085,0.448590919804124,0.430368794784419,0.401905980613001,0.380924902329487,0.356275338931536,0.326814465563849,0.298699151913386,0.258642473329575,0.220953655311468,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,9,12.5643036193192,28.1585343807528,29.7114967442276,27.21460987878,39.464196505761,52.8539517569861,69.5084972457259,88.629591973697,105.570287354283,119.809958639702,329.784366659453,282.900774410851,278.767652845554,217.69535981619,96.8883375162518,9.04114829847003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,1,2,3,1,9,2,4,9,5,0,0,0,0,0,1,0.810288401173914,0.712419848521334,0.660726946953619,0.629098082195679,0.607814391901468,0.592532005906892,0.581033623699851,0.572071048728117,0.564890768672016,0.551945026136961,0.543302493211667,0.537123768401676,0.528172654266482,0.508408250978344,0.48862004196524,0.45459127368221,0.415673165371505,0.374493343131827,0.338722289492609,0.306593418711563,0.262031318177362,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
