"species","quad","year","genetID","allcov.0.2","allcov.2.4","allcov.4.6","allcov.6.8","allcov.8.10","allcov.10.12","allcov.12.14","allcov.14.16","allcov.16.18","allcov.18.20","allcov.20.25","allcov.25.30","allcov.30.35","allcov.35.40","allcov.40.45","allcov.45.50","allcov.50.60","allcov.60.70","allcov.70.80","allcov.80.90","allcov.90.100","allcov.100.110","allcov.110.120","allcov.120.130","allcov.130.140","allcov.140.150","allpts.0.2","allpts.2.4","allpts.4.6","allpts.6.8","allpts.8.10","allpts.10.12","allpts.12.14","allpts.14.16","allpts.16.18","allpts.18.20","allpts.20.25","allpts.25.30","allpts.30.35","allpts.35.40","allpts.40.45","allpts.45.50","allpts.50.60","allpts.60.70","allpts.70.80","allpts.80.90","allpts.90.100","allpts.100.110","allpts.110.120","allpts.120.130","allpts.130.140","allpts.140.150","propQ.0.2","propQ.2.4","propQ.4.6","propQ.6.8","propQ.8.10","propQ.10.12","propQ.12.14","propQ.14.16","propQ.16.18","propQ.18.20","propQ.20.25","propQ.25.30","propQ.30.35","propQ.35.40","propQ.40.45","propQ.45.50","propQ.50.60","propQ.60.70","propQ.70.80","propQ.80.90","propQ.90.100","propQ.100.110","propQ.110.120","propQ.120.130","propQ.130.140","propQ.140.150"
"HECO","Q1",2007,1,0,0,0,0,0,0,0,0,0,0,0,0,17.7966296494602,47.7201719071244,117.879155828368,146.011747966601,420.826266740922,504.7163942215,390.134495957664,119.03894134856,24.4392640258029,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1,3,3,4,3,1,11,2,7,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0.995304465021451,0.970643973547873,0.89697199139094,0.792876763094765,0.707593019871808,0.644086909883878,0.595380888629686,0.557012013990696,0.500678929698846,0.461481042213464,0.426598821716686,0.371120421024919,0.31324460796267,0.262960291761256,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2007,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4051476859461,177.867689388584,400.618272224757,500.099264783357,393.967825950285,222.095687608441,60.5091800046316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,6,5,5,4,6,3,3,1,1,0,0,1,0.953032202980164,0.827494725314908,0.751614850357331,0.703438581203254,0.670489233276656,0.646624415527894,0.628573554134878,0.598313970102424,0.567900043458664,0.507508415964667,0.464984129062056,0.434039901433146,0.410677009716183,0.392474302063619,0.377919262897379,0.356139267446836,0.340648785557938,0.329080823098727,0.314143938207166,0.289267962902763,0.253805216883362,0.219587368420775,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2007,11,0,0,0,0,0,0,0.000637680642008647,5.64276581943257,15.8319299202617,22.945183203921,73.2036275745565,140.90883220677,228.75802329957,222.262909452551,252.829424493703,210.439436459658,431.726979885187,183.929047152889,0.0842704968615635,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,2,2,5,4,5,3,5,7,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992488477309823,0.962632383179282,0.911008004545927,0.786261807209022,0.634346628497192,0.496944269622734,0.393039817396786,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2007,12,0,0,0,0,0,0,0,0,0,0,0,0,17.4140183167529,72.4702278831056,90.6318193129672,204.889030598844,465.617561060012,478.380351833803,325.308210820018,133.8518478205,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,1,3,1,4,6,1,4,3,7,4,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.988736111032912,0.912234529870961,0.829332014006488,0.757599878426455,0.700560524085101,0.616511773591885,0.558038752323234,0.473682940618089,0.388320681343794,0.318345429894134,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2007,13,0,0,0,0,0,0,0,0,0,0,0,0,15.1869282021552,68.9632048102085,133.074391273504,208.520381377626,470.007632198563,455.338009669157,346.938535850004,90.533984264785,0,0,0,0,0,0,0,1,0,0,1,2,2,0,2,1,3,2,3,3,6,1,6,4,5,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.98553148384961,0.939340920160104,0.866029535342104,0.793610900429873,0.733139961552058,0.643431247191481,0.572583643054532,0.479542798446177,0.390391396006148,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2007,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1237580968151,136.070002310657,362.11754672449,524.762782917364,410.544447005133,299.783627786343,42.1609028052014,0,0,0,0,0,0,0,0,1,1,2,1,0,1,2,2,1,4,4,0,4,4,7,7,0,1,1,0,0,0,1,1,1,0.953513227327256,0.883350222500851,0.827958585671234,0.785321026021231,0.751993188621341,0.725397063596547,0.703751883264193,0.625272698770848,0.562618134931376,0.516651410405692,0.481973019834642,0.455034157162501,0.433569118817124,0.401608216952628,0.379014690155956,0.362120632225103,0.335329480438133,0.299604229839116,0.258474865035227,0.220897538594952,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2007,2,0,0,0,0,0,0,0,0,0,0,13.4172015144436,44.4047284520241,105.127049656725,147.141336109975,249.184332406458,275.171407249068,442.874524930258,441.29975222757,69.5230004093844,0.419734690096675,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,4,5,6,3,2,3,9,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.976459768745381,0.912848154481693,0.841077515491999,0.77592669145006,0.678099648724408,0.596733070833847,0.485832903492406,0.392143968111477,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.955817219949,304.257250479326,521.196397443571,434.885755425931,422.728575591655,55.5392714855716,0,0,0,0,0,1,0,1,1,0,0,2,1,2,1,2,3,3,1,4,3,2,7,5,1,2,1,0,0,0,0.640461599850972,0.570673027281404,0.547169725942149,0.535391277838646,0.528318477047453,0.523601212497459,0.520230726875668,0.517702439717866,0.51573588394661,0.514162570573091,0.511330452489806,0.509442263757354,0.508093503639727,0.507081904084635,0.50268012049955,0.488862735748503,0.456690741594632,0.411701891752645,0.370300048310335,0.334897073801498,0.30478060351828,0.262356423890584,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67629743898444,61.5458797122074,256.184030342959,457.909981128425,480.97750688922,355.596806526134,171.672565608073,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,2,1,6,3,6,6,3,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.995702473603998,0.916336159631536,0.80494546368733,0.716643753314166,0.651279103411041,0.601311735841778,0.562033624849692,0.5044875879818,0.464525066031536,0.432162546820578,0.372009852734549,0.313567320294367,0.263002950535343,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2007,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32950990589104,63.1134420235939,155.681224667639,426.107018804334,499.629770194537,409.27688192131,230.810852739052,0.614367389646532,0,0,0,0,0,1,0,0,0,1,2,1,2,1,2,2,2,6,0,2,4,6,5,1,4,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.948292362534449,0.890797603421591,0.843209065408405,0.801446893336333,0.743460520061084,0.691738014136357,0.612954624083326,0.533801224912682,0.46468805790276,0.388044413439992,0.318343261130325,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
