STATION,STATION_NAME,DATE,PRCP,TMAX,TMIN
GHCND:USC00245685,MILES CITY MT US,19230602,0.01,86,50
GHCND:USC00245685,MILES CITY MT US,19230603,0,75,60
GHCND:USC00245685,MILES CITY MT US,19230604,0,70,55
GHCND:USC00245685,MILES CITY MT US,19230605,0.09,63,57
GHCND:USC00245685,MILES CITY MT US,19230606,0.01,69,55
GHCND:USC00245685,MILES CITY MT US,19230607,0,78,55
GHCND:USC00245685,MILES CITY MT US,19230608,0.1,81,59
GHCND:USC00245685,MILES CITY MT US,19230609,0.01,78,57
GHCND:USC00245685,MILES CITY MT US,19230610,0,76,56
GHCND:USC00245685,MILES CITY MT US,19230611,0,83,55
GHCND:USC00245685,MILES CITY MT US,19230612,0,89,63
GHCND:USC00245685,MILES CITY MT US,19230613,0.1,92,64
GHCND:USC00245685,MILES CITY MT US,19230614,0,80,56
GHCND:USC00245685,MILES CITY MT US,19230615,0,91,66
GHCND:USC00245685,MILES CITY MT US,19230616,0,92,70
GHCND:USC00245685,MILES CITY MT US,19230617,0.14,80,54
GHCND:USC00245685,MILES CITY MT US,19230618,0,79,57
GHCND:USC00245685,MILES CITY MT US,19230619,0.03,79,59
GHCND:USC00245685,MILES CITY MT US,19230620,0.72,77,56
GHCND:USC00245685,MILES CITY MT US,19230621,0.12,71,60
GHCND:USC00245685,MILES CITY MT US,19230622,0.24,78,54
GHCND:USC00245685,MILES CITY MT US,19230623,0.09,77,55
GHCND:USC00245685,MILES CITY MT US,19230624,0.04,83,59
GHCND:USC00245685,MILES CITY MT US,19230625,0,75,56
GHCND:USC00245685,MILES CITY MT US,19230626,0.02,85,55
GHCND:USC00245685,MILES CITY MT US,19230627,0.03,64,58
GHCND:USC00245685,MILES CITY MT US,19230628,0.09,79,57
GHCND:USC00245685,MILES CITY MT US,19230629,0,78,55
GHCND:USC00245685,MILES CITY MT US,19230630,0,76,60
GHCND:USC00245685,MILES CITY MT US,19230701,0,80,60
GHCND:USC00245685,MILES CITY MT US,19230702,0,84,61
GHCND:USC00245685,MILES CITY MT US,19230703,0.05,90,65
GHCND:USC00245685,MILES CITY MT US,19230704,0.21,84,62
GHCND:USC00245685,MILES CITY MT US,19230705,0,81,63
GHCND:USC00245685,MILES CITY MT US,19230706,0,92,57
GHCND:USC00245685,MILES CITY MT US,19230707,0,92,72
GHCND:USC00245685,MILES CITY MT US,19230708,0.02,84,67
GHCND:USC00245685,MILES CITY MT US,19230709,0,86,65
GHCND:USC00245685,MILES CITY MT US,19230710,0,87,67
GHCND:USC00245685,MILES CITY MT US,19230711,0,93,65
GHCND:USC00245685,MILES CITY MT US,19230712,0,94,71
GHCND:USC00245685,MILES CITY MT US,19230713,0,90,71
GHCND:USC00245685,MILES CITY MT US,19230714,0,86,67
GHCND:USC00245685,MILES CITY MT US,19230715,0,95,68
GHCND:USC00245685,MILES CITY MT US,19230716,0.01,95,74
GHCND:USC00245685,MILES CITY MT US,19230717,0.1,102,70
GHCND:USC00245685,MILES CITY MT US,19230718,0.04,93,68
GHCND:USC00245685,MILES CITY MT US,19230719,0.01,102,72
GHCND:USC00245685,MILES CITY MT US,19230720,0,98,66
GHCND:USC00245685,MILES CITY MT US,19230721,1.01,102,71
GHCND:USC00245685,MILES CITY MT US,19230722,0.24,87,66
GHCND:USC00245685,MILES CITY MT US,19230723,0,85,72
GHCND:USC00245685,MILES CITY MT US,19230724,0,80,68
GHCND:USC00245685,MILES CITY MT US,19230725,0,83,67
GHCND:USC00245685,MILES CITY MT US,19230726,0.29,84,66
GHCND:USC00245685,MILES CITY MT US,19230727,0.01,90,63
GHCND:USC00245685,MILES CITY MT US,19230728,0,86,65
GHCND:USC00245685,MILES CITY MT US,19230729,0.32,84,58
GHCND:USC00245685,MILES CITY MT US,19230730,0,94,56
GHCND:USC00245685,MILES CITY MT US,19230731,0.2,-9999,56
GHCND:USC00245685,MILES CITY MT US,19230801,0.01,56,47
GHCND:USC00245685,MILES CITY MT US,19230802,0,67,49
GHCND:USC00245685,MILES CITY MT US,19230803,0.12,75,53
GHCND:USC00245685,MILES CITY MT US,19230804,0.01,75,52
GHCND:USC00245685,MILES CITY MT US,19230805,0,82,59
GHCND:USC00245685,MILES CITY MT US,19230806,0.01,70,54
GHCND:USC00245685,MILES CITY MT US,19230807,0,82,56
GHCND:USC00245685,MILES CITY MT US,19230808,0,84,61
GHCND:USC00245685,MILES CITY MT US,19230809,0,87,56
GHCND:USC00245685,MILES CITY MT US,19230810,0,85,61
GHCND:USC00245685,MILES CITY MT US,19230811,0,83,58
GHCND:USC00245685,MILES CITY MT US,19230812,0,99,59
GHCND:USC00245685,MILES CITY MT US,19230813,0,90,63
GHCND:USC00245685,MILES CITY MT US,19230814,0.01,83,61
GHCND:USC00245685,MILES CITY MT US,19230815,0.23,66,59
GHCND:USC00245685,MILES CITY MT US,19230816,0,79,59
GHCND:USC00245685,MILES CITY MT US,19230817,0,89,58
GHCND:USC00245685,MILES CITY MT US,19230818,0,94,60
GHCND:USC00245685,MILES CITY MT US,19230819,0,93,61
GHCND:USC00245685,MILES CITY MT US,19230820,0,77,62
GHCND:USC00245685,MILES CITY MT US,19230821,0,71,59
GHCND:USC00245685,MILES CITY MT US,19230822,0,76,57
GHCND:USC00245685,MILES CITY MT US,19230823,0,85,49
GHCND:USC00245685,MILES CITY MT US,19230824,0,88,59
GHCND:USC00245685,MILES CITY MT US,19230825,0,81,56
GHCND:USC00245685,MILES CITY MT US,19230826,0,71,58
GHCND:USC00245685,MILES CITY MT US,19230827,0.09,80,52
GHCND:USC00245685,MILES CITY MT US,19230828,0.03,79,52
GHCND:USC00245685,MILES CITY MT US,19230829,0.01,86,58
GHCND:USC00245685,MILES CITY MT US,19230830,0,92,59
GHCND:USC00245685,MILES CITY MT US,19230831,0,92,64
GHCND:USC00245685,MILES CITY MT US,19230901,0,91,58
GHCND:USC00245685,MILES CITY MT US,19230902,0,92,56
GHCND:USC00245685,MILES CITY MT US,19230903,0,99,64
GHCND:USC00245685,MILES CITY MT US,19230904,0,87,63
GHCND:USC00245685,MILES CITY MT US,19230905,0,87,63
GHCND:USC00245685,MILES CITY MT US,19230906,0,72,54
GHCND:USC00245685,MILES CITY MT US,19230907,0,84,45
GHCND:USC00245685,MILES CITY MT US,19230908,0,87,52
GHCND:USC00245685,MILES CITY MT US,19230909,0,85,59
GHCND:USC00245685,MILES CITY MT US,19230910,0,64,54
GHCND:USC00245685,MILES CITY MT US,19230911,0,65,47
GHCND:USC00245685,MILES CITY MT US,19230912,0,67,40
GHCND:USC00245685,MILES CITY MT US,19230913,0,80,41
GHCND:USC00245685,MILES CITY MT US,19230914,0,86,44
GHCND:USC00245685,MILES CITY MT US,19230915,0,82,49
GHCND:USC00245685,MILES CITY MT US,19230916,0.07,61,51
GHCND:USC00245685,MILES CITY MT US,19230917,0,58,42
GHCND:USC00245685,MILES CITY MT US,19230918,0,70,38
GHCND:USC00245685,MILES CITY MT US,19230919,0,76,40
GHCND:USC00245685,MILES CITY MT US,19230920,0,85,48
GHCND:USC00245685,MILES CITY MT US,19230921,0,85,54
GHCND:USC00245685,MILES CITY MT US,19230922,0,60,45
GHCND:USC00245685,MILES CITY MT US,19230923,0,77,49
GHCND:USC00245685,MILES CITY MT US,19230924,0.24,61,53
GHCND:USC00245685,MILES CITY MT US,19230925,0.04,72,51
GHCND:USC00245685,MILES CITY MT US,19230926,0.05,71,42
GHCND:USC00245685,MILES CITY MT US,19230927,0.31,58,50
GHCND:USC00245685,MILES CITY MT US,19230928,1.35,52,48
GHCND:USC00245685,MILES CITY MT US,19230929,2.12,59,52
GHCND:USC00245685,MILES CITY MT US,19230930,0.08,60,53
GHCND:USC00245685,MILES CITY MT US,19231001,0.23,64,52
GHCND:USC00245685,MILES CITY MT US,19231002,0,65,46
GHCND:USC00245685,MILES CITY MT US,19231003,0,66,43
GHCND:USC00245685,MILES CITY MT US,19231004,0,69,42
GHCND:USC00245685,MILES CITY MT US,19231005,0,72,49
GHCND:USC00245685,MILES CITY MT US,19231006,0,72,52
GHCND:USC00245685,MILES CITY MT US,19231007,0,68,49
GHCND:USC00245685,MILES CITY MT US,19231008,0,68,43
GHCND:USC00245685,MILES CITY MT US,19231009,0.53,62,46
GHCND:USC00245685,MILES CITY MT US,19231010,0.97,56,48
GHCND:USC00245685,MILES CITY MT US,19231011,0.65,52,41
GHCND:USC00245685,MILES CITY MT US,19231012,0,49,36
GHCND:USC00245685,MILES CITY MT US,19231013,0,59,35
GHCND:USC00245685,MILES CITY MT US,19231014,0,69,39
GHCND:USC00245685,MILES CITY MT US,19231015,0,70,39
GHCND:USC00245685,MILES CITY MT US,19231016,0,59,39
GHCND:USC00245685,MILES CITY MT US,19231017,0.05,53,39
GHCND:USC00245685,MILES CITY MT US,19231018,0,56,37
GHCND:USC00245685,MILES CITY MT US,19231019,0.16,49,33
GHCND:USC00245685,MILES CITY MT US,19231020,0,58,29
GHCND:USC00245685,MILES CITY MT US,19231021,0,71,37
GHCND:USC00245685,MILES CITY MT US,19231022,0,73,40
GHCND:USC00245685,MILES CITY MT US,19231023,0,49,39
GHCND:USC00245685,MILES CITY MT US,19231024,0,39,33
GHCND:USC00245685,MILES CITY MT US,19231025,0,39,32
GHCND:USC00245685,MILES CITY MT US,19231026,0,39,31
GHCND:USC00245685,MILES CITY MT US,19231027,0,44,25
GHCND:USC00245685,MILES CITY MT US,19231028,0,35,21
GHCND:USC00245685,MILES CITY MT US,19231029,0,32,17
GHCND:USC00245685,MILES CITY MT US,19231030,0,43,18
GHCND:USC00245685,MILES CITY MT US,19231031,0,54,20
GHCND:USC00245685,MILES CITY MT US,19231101,0,53,25
GHCND:USC00245685,MILES CITY MT US,19231102,0,60,33
GHCND:USC00245685,MILES CITY MT US,19231103,0,54,29
GHCND:USC00245685,MILES CITY MT US,19231104,0,53,30
GHCND:USC00245685,MILES CITY MT US,19231105,0,61,29
GHCND:USC00245685,MILES CITY MT US,19231106,0,59,28
GHCND:USC00245685,MILES CITY MT US,19231107,0,59,26
GHCND:USC00245685,MILES CITY MT US,19231108,0,63,26
GHCND:USC00245685,MILES CITY MT US,19231109,0,59,28
GHCND:USC00245685,MILES CITY MT US,19231110,0,59,26
GHCND:USC00245685,MILES CITY MT US,19231111,0.02,56,38
GHCND:USC00245685,MILES CITY MT US,19231112,0.73,42,33
GHCND:USC00245685,MILES CITY MT US,19231113,0,50,33
GHCND:USC00245685,MILES CITY MT US,19231114,0,53,28
GHCND:USC00245685,MILES CITY MT US,19231115,0,55,33
GHCND:USC00245685,MILES CITY MT US,19231116,0,57,29
GHCND:USC00245685,MILES CITY MT US,19231117,0,58,36
GHCND:USC00245685,MILES CITY MT US,19231118,0,57,32
GHCND:USC00245685,MILES CITY MT US,19231119,0,57,30
GHCND:USC00245685,MILES CITY MT US,19231120,0.04,48,26
GHCND:USC00245685,MILES CITY MT US,19231121,0,41,23
GHCND:USC00245685,MILES CITY MT US,19231122,0,43,33
GHCND:USC00245685,MILES CITY MT US,19231123,0,43,28
GHCND:USC00245685,MILES CITY MT US,19231124,0,59,38
GHCND:USC00245685,MILES CITY MT US,19231125,0,48,30
GHCND:USC00245685,MILES CITY MT US,19231126,0.01,34,28
GHCND:USC00245685,MILES CITY MT US,19231127,0,44,28
GHCND:USC00245685,MILES CITY MT US,19231128,0,50,33
GHCND:USC00245685,MILES CITY MT US,19231129,0,51,34
GHCND:USC00245685,MILES CITY MT US,19231130,0,41,13
GHCND:USC00245685,MILES CITY MT US,19231201,0,32,13
GHCND:USC00245685,MILES CITY MT US,19231202,0,42,22
GHCND:USC00245685,MILES CITY MT US,19231203,0,43,23
GHCND:USC00245685,MILES CITY MT US,19231204,0,48,23
GHCND:USC00245685,MILES CITY MT US,19231205,0,47,26
GHCND:USC00245685,MILES CITY MT US,19231206,0,50,27
GHCND:USC00245685,MILES CITY MT US,19231207,0,52,34
GHCND:USC00245685,MILES CITY MT US,19231208,0,39,23
GHCND:USC00245685,MILES CITY MT US,19231209,0,38,18
GHCND:USC00245685,MILES CITY MT US,19231210,0,44,19
GHCND:USC00245685,MILES CITY MT US,19231211,0,49,21
GHCND:USC00245685,MILES CITY MT US,19231212,0,45,14
GHCND:USC00245685,MILES CITY MT US,19231213,0,38,12
GHCND:USC00245685,MILES CITY MT US,19231214,0,53,23
GHCND:USC00245685,MILES CITY MT US,19231215,0,57,24
GHCND:USC00245685,MILES CITY MT US,19231216,0,56,27
GHCND:USC00245685,MILES CITY MT US,19231217,0,54,22
GHCND:USC00245685,MILES CITY MT US,19231218,0,54,22
GHCND:USC00245685,MILES CITY MT US,19231219,0,49,18
GHCND:USC00245685,MILES CITY MT US,19231220,0,42,29
GHCND:USC00245685,MILES CITY MT US,19231221,0,39,17
GHCND:USC00245685,MILES CITY MT US,19231222,0,45,15
GHCND:USC00245685,MILES CITY MT US,19231223,0,40,22
GHCND:USC00245685,MILES CITY MT US,19231224,0,39,23
GHCND:USC00245685,MILES CITY MT US,19231225,0,41,19
GHCND:USC00245685,MILES CITY MT US,19231226,0.03,31,21
GHCND:USC00245685,MILES CITY MT US,19231227,0,35,19
GHCND:USC00245685,MILES CITY MT US,19231228,0.11,34,15
GHCND:USC00245685,MILES CITY MT US,19231229,0.14,15,-7
GHCND:USC00245685,MILES CITY MT US,19231230,0.01,-7,-17
GHCND:USC00245685,MILES CITY MT US,19231231,0.01,-13,-27
GHCND:USC00245685,MILES CITY MT US,19240101,0,-9,-31
GHCND:USC00245685,MILES CITY MT US,19240102,0,0,-27
GHCND:USC00245685,MILES CITY MT US,19240103,0,-3,-22
GHCND:USC00245685,MILES CITY MT US,19240104,0,-5,-20
GHCND:USC00245685,MILES CITY MT US,19240105,0,26,-15
GHCND:USC00245685,MILES CITY MT US,19240106,0,43,20
GHCND:USC00245685,MILES CITY MT US,19240107,0,36,13
GHCND:USC00245685,MILES CITY MT US,19240108,0,34,16
GHCND:USC00245685,MILES CITY MT US,19240109,0,20,7
GHCND:USC00245685,MILES CITY MT US,19240110,0,37,9
GHCND:USC00245685,MILES CITY MT US,19240111,0.01,26,16
GHCND:USC00245685,MILES CITY MT US,19240112,0.02,23,8
GHCND:USC00245685,MILES CITY MT US,19240113,0,20,4
GHCND:USC00245685,MILES CITY MT US,19240114,0,32,17
GHCND:USC00245685,MILES CITY MT US,19240115,0.01,30,-6
GHCND:USC00245685,MILES CITY MT US,19240116,0,2,-7
GHCND:USC00245685,MILES CITY MT US,19240117,0.06,4,-6
GHCND:USC00245685,MILES CITY MT US,19240118,0,-2,-18
GHCND:USC00245685,MILES CITY MT US,19240119,0,8,-19
GHCND:USC00245685,MILES CITY MT US,19240120,0,10,-19
GHCND:USC00245685,MILES CITY MT US,19240121,0,35,2
GHCND:USC00245685,MILES CITY MT US,19240122,0.14,36,18
GHCND:USC00245685,MILES CITY MT US,19240123,0,22,4
GHCND:USC00245685,MILES CITY MT US,19240124,0.07,10,-4
GHCND:USC00245685,MILES CITY MT US,19240125,0.04,7,-8
GHCND:USC00245685,MILES CITY MT US,19240126,0,11,-13
GHCND:USC00245685,MILES CITY MT US,19240127,0,40,0
GHCND:USC00245685,MILES CITY MT US,19240128,0,41,6
GHCND:USC00245685,MILES CITY MT US,19240129,0,38,15
GHCND:USC00245685,MILES CITY MT US,19240130,0,46,22
GHCND:USC00245685,MILES CITY MT US,19240131,0,46,28
GHCND:USC00245685,MILES CITY MT US,19240201,0,50,32
GHCND:USC00245685,MILES CITY MT US,19240202,0.23,38,32
GHCND:USC00245685,MILES CITY MT US,19240203,0.02,36,29
GHCND:USC00245685,MILES CITY MT US,19240204,0.01,34,20
GHCND:USC00245685,MILES CITY MT US,19240205,0.2,30,20
GHCND:USC00245685,MILES CITY MT US,19240206,0,33,23
GHCND:USC00245685,MILES CITY MT US,19240207,0,31,11
GHCND:USC00245685,MILES CITY MT US,19240208,0,41,20
GHCND:USC00245685,MILES CITY MT US,19240209,0,39,24
GHCND:USC00245685,MILES CITY MT US,19240210,0,43,18
GHCND:USC00245685,MILES CITY MT US,19240211,0,47,24
GHCND:USC00245685,MILES CITY MT US,19240212,0,57,36
GHCND:USC00245685,MILES CITY MT US,19240213,0,47,32
GHCND:USC00245685,MILES CITY MT US,19240214,0,43,30
GHCND:USC00245685,MILES CITY MT US,19240215,0,37,31
GHCND:USC00245685,MILES CITY MT US,19240216,0,33,30
GHCND:USC00245685,MILES CITY MT US,19240217,0,39,31
GHCND:USC00245685,MILES CITY MT US,19240218,0.06,34,9
GHCND:USC00245685,MILES CITY MT US,19240219,0,9,3
GHCND:USC00245685,MILES CITY MT US,19240220,0,16,5
GHCND:USC00245685,MILES CITY MT US,19240221,0,38,7
GHCND:USC00245685,MILES CITY MT US,19240222,0.22,28,20
GHCND:USC00245685,MILES CITY MT US,19240223,0.04,29,19
GHCND:USC00245685,MILES CITY MT US,19240224,0,40,6
GHCND:USC00245685,MILES CITY MT US,19240225,0,42,13
GHCND:USC00245685,MILES CITY MT US,19240226,0,45,20
GHCND:USC00245685,MILES CITY MT US,19240227,0,52,27
GHCND:USC00245685,MILES CITY MT US,19240228,0.13,50,31
GHCND:USC00245685,MILES CITY MT US,19240229,0,47,32
GHCND:USC00245685,MILES CITY MT US,19240301,0,51,28
GHCND:USC00245685,MILES CITY MT US,19240302,0,44,28
GHCND:USC00245685,MILES CITY MT US,19240303,0.01,37,32
GHCND:USC00245685,MILES CITY MT US,19240304,0.12,33,24
GHCND:USC00245685,MILES CITY MT US,19240305,0,29,23
GHCND:USC00245685,MILES CITY MT US,19240306,0,25,11
GHCND:USC00245685,MILES CITY MT US,19240307,0,26,10
GHCND:USC00245685,MILES CITY MT US,19240308,0,20,8
GHCND:USC00245685,MILES CITY MT US,19240309,0,29,10
GHCND:USC00245685,MILES CITY MT US,19240310,0,39,22
GHCND:USC00245685,MILES CITY MT US,19240311,0,34,26
GHCND:USC00245685,MILES CITY MT US,19240312,0,40,22
GHCND:USC00245685,MILES CITY MT US,19240313,0.12,37,26
GHCND:USC00245685,MILES CITY MT US,19240314,0,36,24
GHCND:USC00245685,MILES CITY MT US,19240315,0,36,28
GHCND:USC00245685,MILES CITY MT US,19240316,0,34,27
GHCND:USC00245685,MILES CITY MT US,19240317,0,34,26
GHCND:USC00245685,MILES CITY MT US,19240318,0,39,21
GHCND:USC00245685,MILES CITY MT US,19240319,0.02,35,28
GHCND:USC00245685,MILES CITY MT US,19240320,0,38,28
GHCND:USC00245685,MILES CITY MT US,19240321,0.08,35,29
GHCND:USC00245685,MILES CITY MT US,19240322,0,38,29
GHCND:USC00245685,MILES CITY MT US,19240323,0.01,39,28
GHCND:USC00245685,MILES CITY MT US,19240324,0.02,35,29
GHCND:USC00245685,MILES CITY MT US,19240325,0,37,28
GHCND:USC00245685,MILES CITY MT US,19240326,0,47,30
GHCND:USC00245685,MILES CITY MT US,19240327,0.3,36,30
GHCND:USC00245685,MILES CITY MT US,19240328,0.31,30,20
GHCND:USC00245685,MILES CITY MT US,19240329,0.01,23,16
GHCND:USC00245685,MILES CITY MT US,19240330,0,26,13
GHCND:USC00245685,MILES CITY MT US,19240331,0,40,15
GHCND:USC00245685,MILES CITY MT US,19240401,0,51,28
GHCND:USC00245685,MILES CITY MT US,19240402,0,59,32
GHCND:USC00245685,MILES CITY MT US,19240403,0,57,37
GHCND:USC00245685,MILES CITY MT US,19240404,0,48,37
GHCND:USC00245685,MILES CITY MT US,19240405,0,52,38
GHCND:USC00245685,MILES CITY MT US,19240406,0,69,39
GHCND:USC00245685,MILES CITY MT US,19240407,0.02,71,39
GHCND:USC00245685,MILES CITY MT US,19240408,0.06,43,33
GHCND:USC00245685,MILES CITY MT US,19240409,0,43,31
GHCND:USC00245685,MILES CITY MT US,19240410,0.05,42,31
GHCND:USC00245685,MILES CITY MT US,19240411,0,44,32
GHCND:USC00245685,MILES CITY MT US,19240412,0,64,40
GHCND:USC00245685,MILES CITY MT US,19240413,0.23,53,41
GHCND:USC00245685,MILES CITY MT US,19240414,0.25,54,39
GHCND:USC00245685,MILES CITY MT US,19240415,0.42,40,31
GHCND:USC00245685,MILES CITY MT US,19240416,0,46,29
GHCND:USC00245685,MILES CITY MT US,19240417,0,47,34
GHCND:USC00245685,MILES CITY MT US,19240418,0.04,53,34
GHCND:USC00245685,MILES CITY MT US,19240419,0,48,37
GHCND:USC00245685,MILES CITY MT US,19240420,0,50,37
GHCND:USC00245685,MILES CITY MT US,19240421,0,57,37
GHCND:USC00245685,MILES CITY MT US,19240422,0,71,39
GHCND:USC00245685,MILES CITY MT US,19240423,0.01,68,48
GHCND:USC00245685,MILES CITY MT US,19240424,0.04,48,33
GHCND:USC00245685,MILES CITY MT US,19240425,0,39,30
GHCND:USC00245685,MILES CITY MT US,19240426,0,49,33
GHCND:USC00245685,MILES CITY MT US,19240427,0.19,46,35
GHCND:USC00245685,MILES CITY MT US,19240428,0,53,37
GHCND:USC00245685,MILES CITY MT US,19240429,0,55,40
GHCND:USC00245685,MILES CITY MT US,19240430,0,62,36
GHCND:USC00245685,MILES CITY MT US,19240501,0,72,39
GHCND:USC00245685,MILES CITY MT US,19240502,0,75,48
GHCND:USC00245685,MILES CITY MT US,19240503,0,87,46
GHCND:USC00245685,MILES CITY MT US,19240504,0.04,83,55
GHCND:USC00245685,MILES CITY MT US,19240505,0.01,60,36
GHCND:USC00245685,MILES CITY MT US,19240506,0.03,37,31
GHCND:USC00245685,MILES CITY MT US,19240507,0,53,28
GHCND:USC00245685,MILES CITY MT US,19240508,0,50,39
GHCND:USC00245685,MILES CITY MT US,19240509,0,56,38
GHCND:USC00245685,MILES CITY MT US,19240510,0,65,37
GHCND:USC00245685,MILES CITY MT US,19240511,0,75,44
GHCND:USC00245685,MILES CITY MT US,19240512,0,60,46
GHCND:USC00245685,MILES CITY MT US,19240513,0,59,39
GHCND:USC00245685,MILES CITY MT US,19240514,0,68,37
GHCND:USC00245685,MILES CITY MT US,19240515,0,83,44
GHCND:USC00245685,MILES CITY MT US,19240516,0,77,57
GHCND:USC00245685,MILES CITY MT US,19240517,0,61,44
GHCND:USC00245685,MILES CITY MT US,19240518,0.13,52,36
GHCND:USC00245685,MILES CITY MT US,19240519,0.04,47,36
GHCND:USC00245685,MILES CITY MT US,19240520,0,59,36
GHCND:USC00245685,MILES CITY MT US,19240521,0.02,69,46
GHCND:USC00245685,MILES CITY MT US,19240522,0,72,46
GHCND:USC00245685,MILES CITY MT US,19240523,0,53,42
GHCND:USC00245685,MILES CITY MT US,19240524,0,66,37
GHCND:USC00245685,MILES CITY MT US,19240525,0.07,62,43
GHCND:USC00245685,MILES CITY MT US,19240526,0,57,43
GHCND:USC00245685,MILES CITY MT US,19240527,0,67,36
GHCND:USC00245685,MILES CITY MT US,19240528,0,66,44
GHCND:USC00245685,MILES CITY MT US,19240529,0,66,48
GHCND:USC00245685,MILES CITY MT US,19240530,0,65,39
GHCND:USC00245685,MILES CITY MT US,19240531,0,70,42
GHCND:USC00245685,MILES CITY MT US,19240601,0,70,46
GHCND:USC00245685,MILES CITY MT US,19240602,0.08,73,48
GHCND:USC00245685,MILES CITY MT US,19240603,0.02,74,54
GHCND:USC00245685,MILES CITY MT US,19240604,0,69,50
GHCND:USC00245685,MILES CITY MT US,19240605,0,66,46
GHCND:USC00245685,MILES CITY MT US,19240606,0,67,51
GHCND:USC00245685,MILES CITY MT US,19240607,0.46,52,44
GHCND:USC00245685,MILES CITY MT US,19240608,0.03,59,38
GHCND:USC00245685,MILES CITY MT US,19240609,0.06,59,46
GHCND:USC00245685,MILES CITY MT US,19240610,0,76,42
GHCND:USC00245685,MILES CITY MT US,19240611,0.05,75,55
GHCND:USC00245685,MILES CITY MT US,19240612,0,74,50
GHCND:USC00245685,MILES CITY MT US,19240613,0,86,56
GHCND:USC00245685,MILES CITY MT US,19240614,0,79,61
GHCND:USC00245685,MILES CITY MT US,19240615,0,83,60
GHCND:USC00245685,MILES CITY MT US,19240616,0.1,81,61
GHCND:USC00245685,MILES CITY MT US,19240617,0,82,57
GHCND:USC00245685,MILES CITY MT US,19240618,0.39,67,53
GHCND:USC00245685,MILES CITY MT US,19240619,0.12,64,51
GHCND:USC00245685,MILES CITY MT US,19240620,0.01,70,47
GHCND:USC00245685,MILES CITY MT US,19240621,0.02,84,53
GHCND:USC00245685,MILES CITY MT US,19240622,0,64,53
GHCND:USC00245685,MILES CITY MT US,19240623,0,68,53
GHCND:USC00245685,MILES CITY MT US,19240624,0.06,70,58
GHCND:USC00245685,MILES CITY MT US,19240625,0,72,55
GHCND:USC00245685,MILES CITY MT US,19240626,0,82,60
GHCND:USC00245685,MILES CITY MT US,19240627,0.32,76,56
GHCND:USC00245685,MILES CITY MT US,19240628,0,66,52
GHCND:USC00245685,MILES CITY MT US,19240629,0,70,54
GHCND:USC00245685,MILES CITY MT US,19240630,0,72,50
GHCND:USC00245685,MILES CITY MT US,19240701,0,79,53
GHCND:USC00245685,MILES CITY MT US,19240702,0,87,59
GHCND:USC00245685,MILES CITY MT US,19240703,0,90,61
GHCND:USC00245685,MILES CITY MT US,19240704,0,92,65
GHCND:USC00245685,MILES CITY MT US,19240705,0,88,66
GHCND:USC00245685,MILES CITY MT US,19240706,0,91,66
GHCND:USC00245685,MILES CITY MT US,19240707,0.14,77,64
GHCND:USC00245685,MILES CITY MT US,19240708,0,75,57
GHCND:USC00245685,MILES CITY MT US,19240709,0,87,51
GHCND:USC00245685,MILES CITY MT US,19240710,0,97,59
GHCND:USC00245685,MILES CITY MT US,19240711,0,84,62
GHCND:USC00245685,MILES CITY MT US,19240712,0,80,55
GHCND:USC00245685,MILES CITY MT US,19240713,0,76,59
GHCND:USC00245685,MILES CITY MT US,19240714,0,89,52
GHCND:USC00245685,MILES CITY MT US,19240715,0,102,64
GHCND:USC00245685,MILES CITY MT US,19240716,0,79,66
GHCND:USC00245685,MILES CITY MT US,19240717,0,82,63
GHCND:USC00245685,MILES CITY MT US,19240718,0.14,81,57
GHCND:USC00245685,MILES CITY MT US,19240719,0,79,53
GHCND:USC00245685,MILES CITY MT US,19240720,0.07,73,58
GHCND:USC00245685,MILES CITY MT US,19240721,0,80,54
GHCND:USC00245685,MILES CITY MT US,19240722,0,77,57
GHCND:USC00245685,MILES CITY MT US,19240723,0.04,67,54
GHCND:USC00245685,MILES CITY MT US,19240724,0,81,48
GHCND:USC00245685,MILES CITY MT US,19240725,0,86,54
GHCND:USC00245685,MILES CITY MT US,19240726,0,93,63
GHCND:USC00245685,MILES CITY MT US,19240727,0,94,61
GHCND:USC00245685,MILES CITY MT US,19240728,0,100,68
GHCND:USC00245685,MILES CITY MT US,19240729,0,86,66
GHCND:USC00245685,MILES CITY MT US,19240730,0,87,62
GHCND:USC00245685,MILES CITY MT US,19240731,0,94,64
GHCND:USC00245685,MILES CITY MT US,19240801,0,92,65
GHCND:USC00245685,MILES CITY MT US,19240802,0.4,81,57
GHCND:USC00245685,MILES CITY MT US,19240803,0,83,56
GHCND:USC00245685,MILES CITY MT US,19240804,0,76,54
GHCND:USC00245685,MILES CITY MT US,19240805,0,68,55
GHCND:USC00245685,MILES CITY MT US,19240806,0,79,50
GHCND:USC00245685,MILES CITY MT US,19240807,0,86,51
GHCND:USC00245685,MILES CITY MT US,19240808,0,64,51
GHCND:USC00245685,MILES CITY MT US,19240809,0,72,44
GHCND:USC00245685,MILES CITY MT US,19240810,0,77,47
GHCND:USC00245685,MILES CITY MT US,19240811,0,87,48
GHCND:USC00245685,MILES CITY MT US,19240812,0,88,53
GHCND:USC00245685,MILES CITY MT US,19240813,0,95,56
GHCND:USC00245685,MILES CITY MT US,19240814,0,80,65
GHCND:USC00245685,MILES CITY MT US,19240815,0.15,77,58
